gene_symbol,ig_mean,n_cells,ig_rank
PSMC2,0.0022569073353224667,16,2127
PLEKHB2,0.0022437640640418977,10,2128
PACSIN3,0.0022319720818712893,18,2129
DGUOK,0.002231601951419949,26,2130
PIM3,0.0022096122889446895,14,2131
SUMF2,0.002196306627328423,11,2132
DDA1,0.002180083794519305,10,2133
ATP6V1D,0.0021793601335957646,10,2134
STMP1,0.002164635726200816,28,2135
IQCE,0.002148876465590937,14,2136
CD47,0.0021413337319819746,19,2137
PAIP1,0.0021354794651935144,28,2138
SPRYD7,0.002135269931750372,10,2139
ATG101,0.0021337605139706284,10,2140
HSBP1L1,0.0020999529709418616,15,2141
AP3S1,0.002085417307997969,11,2142
SNRPA1,0.0020517030614428224,10,2143
DMAC1,0.0020464543777052313,12,2144
TMEM50A,0.002014638059439936,35,2145
CISD1,0.002006192259224398,21,2146
TBCB,0.001994345849379897,20,2147
PTGES2,0.0019572295925833964,11,2148
PFKP,0.0019491116448383157,12,2149
LGMN,0.0019424677069764585,10,2150
MRM2,0.0019398251490201801,10,2151
CAPZA2,0.0019282255463102566,14,2152
NEDD8,0.0019189318358574224,23,2153
SREBF1,0.0018604567449074239,10,2154
TSR3,0.0018513795595416532,14,2155
GMCL1,0.0018301412492292002,16,2156
DIABLO,0.001820412406232208,12,2157
TXNDC12,0.0017391540584087903,14,2158
PDLIM4,0.001692375575657934,11,2159
HSBP1,0.0016181179514835374,39,2160
SINHCAF,0.001583121944609697,14,2161
LYPLA2,0.0015508604643400758,10,2162
POLD3,0.0013924356317147613,10,2163
STARD3NL,0.0010850892693269997,10,2164
